player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,positions
13.0,0.525,0.555,0.125,1.3,8.7,5.0,26.2,1.3,0.0,14.8,16.6,1.4,0.4,1.8,0.062,0.7,-1.1,-0.3,0.6,0
18.8,0.5529999999999999,0.273,0.31,3.9,11.3,7.6,14.8,2.7,2.0,12.0,23.9,3.9,4.0,7.9,0.166,2.5,2.1,4.6,3.8,1
14.2,0.51,0.218,0.193,8.4,16.1,12.3,6.3,1.8,1.3,11.6,17.6,0.9,1.4,2.3,0.125,0.0,0.4,0.4,0.5,2
13.1,0.457,0.039,0.359,14.9,25.6,20.2,7.8,1.5,0.9,10.6,13.8,0.8,0.5,1.2,0.094,-1.3,-1.7,-3.0,-0.2,3
9.7,0.45,0.019,0.396,10.5,16.4,13.3,6.5,1.7,1.7,17.6,11.5,0.1,0.5,0.6,0.032,-3.5,-0.7,-4.3,-0.5,3
11.4,0.469,0.027000000000000003,0.317,7.2,20.9,14.3,9.9,2.2,1.6,17.4,24.5,-0.8,1.7,0.9,0.040999999999999995,-4.8,0.1,-4.8,-0.7,3
10.6,0.546,0.484,0.094,1.1,4.8,3.0,14.1,1.3,0.1,11.3,13.5,0.8,0.6,1.5,0.10800000000000001,-0.5,0.5,0.0,0.3,0
19.4,0.51,0.21100000000000002,0.36700000000000005,3.3,15.2,9.1,41.2,2.8,0.5,18.3,22.7,4.2,5.4,9.6,0.15,2.4,1.7,4.2,4.8,0
10.1,0.552,0.0,0.256,6.3,15.2,10.7,7.4,1.0,1.1,19.4,15.3,0.3,0.2,0.5,0.035,-2.7,-0.6,-3.3,-0.2,2
12.9,0.424,0.027999999999999997,0.16899999999999998,1.8,11.4,6.6,33.4,3.6,0.2,18.0,15.3,0.1,1.6,1.7,0.06,-2.9,1.6,-1.3,0.3,0
0.9,0.23800000000000002,0.019,0.34,9.3,15.6,12.5,3.0,1.1,3.5,14.1,13.5,-0.7,0.5,-0.3,-0.049,-8.6,0.0,-8.6,-0.4,4
15.3,0.523,0.23600000000000002,0.267,5.5,13.0,9.4,16.5,1.9,0.4,14.0,19.8,1.1,1.3,2.5,0.121,1.4,0.7,2.1,1.0,2
16.7,0.5539999999999999,0.009000000000000001,0.254,9.2,16.0,12.7,12.0,2.2,2.1,16.3,21.0,1.3,1.3,2.6,0.134,-0.5,1.3,0.8,0.6,4
17.6,0.544,0.171,0.32299999999999995,7.6,19.4,13.4,7.3,0.8,5.8,9.5,18.6,4.3,2.5,6.8,0.132,0.1,0.7,0.8,1.8,4
11.8,0.561,0.396,0.243,1.2,8.0,4.6,11.9,1.8,0.6,13.1,16.1,1.5,0.5,2.0,0.086,-0.9,-0.1,-1.0,0.3,1
9.4,0.40299999999999997,0.01,0.293,6.4,13.1,9.8,2.8,1.5,0.3,6.7,22.9,-0.2,0.2,-0.1,-0.013999999999999999,-4.0,-2.3,-6.3,-0.3,2
13.2,0.522,0.452,0.22699999999999998,2.2,8.7,5.4,13.4,1.4,0.5,9.9,19.7,2.9,0.6,3.5,0.07200000000000001,0.2,-1.1,-0.8,0.7,1
7.1,0.469,0.203,0.171,4.4,10.0,7.2,7.2,1.3,2.0,11.4,17.1,0.0,0.3,0.3,0.040999999999999995,-4.3,-0.2,-4.5,-0.3,2
17.3,0.5870000000000001,0.321,0.24,6.1,16.7,11.4,7.6,1.8,1.2,11.6,18.4,5.9,2.1,8.0,0.142,2.4,-0.4,2.1,2.8,3
11.4,0.51,0.047,0.49200000000000005,5.8,14.9,10.4,8.7,2.5,0.7,13.8,13.6,1.0,1.4,2.4,0.078,-2.3,1.2,-1.1,0.3,3
11.9,0.5,0.08900000000000001,0.377,3.1,14.0,8.4,11.1,1.9,1.2,12.8,17.5,0.6,0.5,1.1,0.049,-1.6,0.0,-1.5,0.1,1
8.7,0.51,0.29100000000000004,0.205,1.2,6.4,3.9,14.3,2.1,0.0,17.5,14.8,0.2,0.2,0.4,0.042,-3.6,-0.4,-4.0,-0.2,0
12.4,0.496,0.09300000000000001,0.278,8.7,16.3,12.6,8.4,2.0,0.8,13.6,13.7,2.3,4.2,6.5,0.11800000000000001,-0.8,1.3,0.5,1.7,2
18.3,0.607,0.0,0.35700000000000004,13.3,18.4,15.9,3.1,0.6,2.3,11.2,18.3,1.6,0.9,2.5,0.19899999999999998,0.3,-0.4,-0.1,0.3,4
9.2,0.53,0.009000000000000001,0.327,13.2,13.6,13.4,5.4,0.7,0.9,17.3,10.9,0.8,0.3,1.1,0.085,-2.9,-1.6,-4.5,-0.4,3
18.2,0.562,0.115,0.591,7.6,16.6,12.3,10.8,1.4,0.5,14.7,24.5,2.7,1.1,3.9,0.13699999999999998,1.2,-1.0,0.2,0.7,2
13.4,0.506,0.006999999999999999,0.535,10.8,19.9,15.4,4.2,0.9,5.2,15.4,16.7,0.6,2.0,2.6,0.114,-2.9,0.8,-2.2,0.0,4
9.4,0.48,0.6990000000000001,0.17,1.8,13.3,7.6,11.0,2.2,0.9,11.2,11.6,0.5,2.1,2.6,0.09699999999999999,-1.9,2.3,0.4,0.8,1
24.7,0.5720000000000001,0.004,0.503,5.0,23.3,14.3,24.1,1.7,1.7,12.9,30.0,9.1,4.0,13.1,0.217,5.5,1.1,6.6,6.3,3
10.4,0.508,0.408,0.098,1.1,8.2,4.6,17.6,2.1,0.3,16.2,13.8,0.7,0.8,1.5,0.053,-1.4,0.5,-0.9,0.4,0
14.3,0.537,0.055999999999999994,0.28,6.4,13.8,10.2,12.6,1.9,1.8,14.6,23.2,1.2,1.4,2.6,0.09699999999999999,-1.2,0.1,-1.1,0.3,3
22.7,0.54,0.262,0.359,2.3,7.0,4.6,40.8,1.6,0.1,11.8,29.7,7.2,0.7,7.8,0.147,5.9,-1.6,4.3,4.1,0
21.0,0.532,0.071,0.249,8.6,25.4,16.8,10.2,2.4,2.7,9.1,22.1,5.3,6.4,11.7,0.196,2.3,1.8,4.1,4.4,2
19.9,0.568,0.151,0.322,9.4,20.6,15.1,10.1,2.0,2.7,11.7,21.7,5.1,3.3,8.5,0.174,3.2,0.6,3.7,3.4,2
17.0,0.563,0.355,0.461,1.3,8.3,4.9,12.9,2.0,0.0,9.9,25.4,0.5,0.2,0.7,0.182,-0.4,-0.4,-0.8,0.0,0
13.4,0.47200000000000003,0.013999999999999999,0.247,6.7,19.0,12.7,10.4,1.8,3.7,13.8,19.9,-0.4,2.5,2.1,0.044000000000000004,-2.1,0.4,-1.7,0.2,3
17.5,0.493,0.20800000000000002,0.262,3.5,18.4,11.0,26.8,1.5,0.3,12.0,27.1,3.1,4.2,7.3,0.11800000000000001,2.1,0.0,2.1,3.1,2
17.4,0.555,0.0,0.49700000000000005,6.2,21.9,14.1,14.2,1.4,0.6,13.3,20.0,6.0,5.6,11.6,0.171,0.8,1.1,1.9,3.2,3
10.5,0.483,0.153,0.207,5.5,13.3,9.4,6.5,1.3,1.0,10.0,15.8,1.0,0.8,1.7,0.055,-1.8,-1.0,-2.8,-0.3,2
9.6,0.507,0.0,0.35200000000000004,10.5,18.6,14.6,1.8,0.6,2.4,17.3,15.4,0.1,0.6,0.7,0.040999999999999995,-4.5,-1.3,-5.9,-0.8,3
9.2,0.474,0.444,0.222,5.6,14.5,9.9,13.5,1.5,1.1,12.6,15.0,0.3,0.4,0.7,0.067,-2.8,-0.4,-3.2,-0.1,3
12.9,0.496,0.35700000000000004,0.276,2.9,9.3,6.1,22.1,1.4,0.9,13.7,18.9,2.0,0.6,2.6,0.062,-0.2,-0.8,-1.0,0.5,2
11.1,0.52,0.0,0.35200000000000004,9.3,15.9,12.6,7.7,0.8,3.1,19.7,15.0,0.3,0.8,1.1,0.045,-2.7,-0.4,-3.1,-0.3,4
22.0,0.5379999999999999,0.0,0.373,10.1,26.1,18.0,10.8,0.9,2.7,10.7,26.5,5.2,2.6,7.8,0.146,2.5,-0.8,1.7,2.4,3
24.9,0.521,0.096,0.34,6.7,14.3,10.4,22.8,1.9,2.8,9.1,31.2,8.3,3.9,12.2,0.18899999999999997,6.5,0.5,7.0,7.0,1
15.6,0.521,0.154,0.17300000000000001,1.7,7.0,4.4,27.7,1.4,0.2,10.1,18.2,5.8,1.1,6.9,0.11699999999999999,0.6,-0.9,-0.3,1.2,0
8.3,0.49,0.147,0.19899999999999998,5.8,14.1,10.1,11.6,2.6,0.9,24.1,9.2,0.1,1.3,1.4,0.07,-3.5,2.5,-0.9,0.3,2
15.1,0.5489999999999999,0.23800000000000002,0.272,1.6,12.9,7.3,26.7,2.3,0.2,20.3,18.9,2.3,3.5,5.9,0.11800000000000001,0.1,1.3,1.4,2.1,1
10.6,0.475,0.064,0.155,4.5,10.0,7.3,11.2,1.3,0.6,13.9,20.2,-0.1,0.5,0.4,0.019,-2.5,-0.8,-3.3,-0.3,2
10.8,0.526,0.063,0.25,7.2,10.5,8.8,8.8,2.0,0.7,17.8,18.8,0.0,0.4,0.5,0.076,-3.5,0.7,-2.7,-0.1,0
14.8,0.49200000000000005,0.040999999999999995,0.203,3.2,8.0,5.5,16.2,1.7,0.8,9.6,24.8,1.5,0.4,1.8,0.035,0.3,-2.2,-1.9,0.1,1
12.6,0.5,0.003,0.322,10.6,17.3,13.9,2.4,0.9,3.3,15.2,20.4,0.3,1.0,1.3,0.053,-2.9,-1.3,-4.2,-0.7,4
14.7,0.518,0.03,0.37799999999999995,7.0,18.3,12.8,8.1,1.3,4.1,16.7,19.1,0.5,2.6,3.0,0.068,-1.3,0.8,-0.5,0.8,2
20.1,0.541,0.064,0.45,3.8,10.8,7.3,40.5,2.2,0.7,18.1,23.2,6.1,1.9,8.0,0.136,3.0,-0.2,2.8,3.4,0
16.4,0.52,0.013000000000000001,0.585,11.5,23.7,17.3,13.1,1.2,2.0,13.1,18.1,2.3,1.1,3.4,0.114,-0.2,-1.0,-1.2,0.3,4
13.2,0.541,0.431,0.151,3.0,12.4,7.6,9.7,1.1,0.6,9.7,18.5,3.3,1.9,5.3,0.106,0.7,-0.9,-0.2,1.0,2
17.3,0.574,0.395,0.29600000000000004,1.4,8.5,5.1,15.0,1.4,0.3,9.1,21.5,8.1,2.2,10.3,0.155,2.8,-0.6,2.3,3.4,1
8.2,0.455,0.149,0.19,3.2,11.2,7.1,8.6,1.4,0.7,10.3,16.1,0.0,0.6,0.6,0.03,-3.7,-0.9,-4.6,-0.6,2
17.7,0.541,0.20800000000000002,0.39,3.3,11.8,7.7,11.5,1.5,0.6,10.4,24.3,6.2,2.0,8.2,0.13,1.7,-0.8,0.9,2.2,1
15.3,0.478,0.0,0.318,10.6,20.9,15.9,2.0,1.6,2.6,8.2,25.2,0.1,0.4,0.5,0.11599999999999999,-3.4,-0.5,-3.9,-0.1,4
5.0,0.40399999999999997,0.0,0.215,8.0,19.4,13.6,4.1,0.7,2.9,21.8,12.9,-0.8,0.7,-0.1,-0.006,-6.6,0.0,-6.7,-0.7,4
12.9,0.552,0.004,0.485,11.0,18.4,14.7,4.6,1.1,3.7,18.5,15.0,1.1,1.6,2.8,0.11599999999999999,-3.4,0.8,-2.6,-0.2,4
7.5,0.504,0.011000000000000001,0.325,5.5,14.2,9.8,4.2,0.6,0.6,17.5,17.3,-0.1,0.5,0.4,0.018000000000000002,-5.1,-1.5,-6.6,-1.1,2
13.9,0.49,0.17800000000000002,0.228,5.4,12.3,8.9,10.1,2.0,0.9,12.2,23.5,0.8,1.5,2.3,0.05,-0.1,-1.0,-1.1,0.5,2
11.9,0.5,0.415,0.166,4.4,10.5,7.3,5.2,0.9,0.9,8.8,22.4,0.3,0.2,0.6,0.061,-0.5,-2.5,-3.1,-0.1,2
16.5,0.528,0.0,0.435,12.1,33.0,22.5,5.0,0.6,5.7,17.9,13.4,1.5,3.0,4.5,0.125,-0.1,1.4,1.4,1.5,4
11.7,0.529,0.006999999999999999,0.316,7.1,15.3,11.2,9.1,1.0,0.8,14.8,17.9,0.4,0.6,0.9,0.096,-2.5,-0.1,-2.6,-0.1,2
14.0,0.522,0.027000000000000003,0.297,10.9,13.6,12.3,9.7,1.6,1.3,11.9,15.0,0.6,0.4,1.1,0.12,0.1,-0.2,-0.1,0.2,3
19.6,0.603,0.27699999999999997,0.326,2.2,8.1,5.2,34.6,1.6,0.1,18.5,21.1,6.8,1.6,8.4,0.16899999999999998,3.8,-1.1,2.8,2.9,0
9.0,0.455,0.32899999999999996,0.204,3.3,9.4,6.3,8.9,1.7,0.9,11.0,18.2,-0.1,0.3,0.2,0.009000000000000001,-2.5,-1.3,-3.8,-0.6,2
10.4,0.47200000000000003,0.003,0.204,9.1,17.5,13.2,5.4,1.1,3.6,13.7,14.8,0.2,1.3,1.5,0.06,-3.5,0.0,-3.5,-0.5,4
13.0,0.542,0.253,0.42700000000000005,1.9,8.2,4.9,10.0,1.6,0.4,11.4,20.6,2.7,0.7,3.4,0.081,-1.0,-1.1,-2.1,0.0,1
16.2,0.546,0.215,0.47,3.2,10.5,6.9,27.1,2.2,0.1,17.7,16.8,3.1,1.2,4.4,0.126,0.9,0.1,1.0,1.2,0
22.8,0.601,0.313,0.431,4.4,22.1,13.5,9.4,1.3,2.3,9.5,23.8,10.3,4.3,14.6,0.22399999999999998,4.9,0.5,5.4,5.9,3
17.5,0.501,0.006,0.447,11.0,22.7,17.0,6.7,1.0,6.2,13.4,21.2,1.7,4.7,6.4,0.11599999999999999,-0.8,1.0,0.3,1.5,4
30.2,0.574,0.001,0.684,11.3,24.8,18.1,18.8,0.8,4.9,10.5,31.6,11.1,3.9,14.9,0.245,7.0,0.7,7.7,7.1,4
11.6,0.439,0.062,0.193,5.6,25.0,15.1,14.6,1.4,1.2,14.0,16.0,0.2,3.5,3.7,0.065,-2.2,0.8,-1.4,0.4,3
18.9,0.536,0.242,0.369,4.6,18.9,11.9,25.0,1.4,3.0,17.8,24.1,3.2,3.3,6.5,0.111,2.9,1.1,4.0,4.3,3
20.7,0.526,0.002,0.349,9.5,22.4,16.1,8.3,2.4,4.0,11.0,21.9,2.4,2.6,5.0,0.155,1.3,1.5,2.8,1.9,4
11.4,0.495,0.018000000000000002,0.424,2.0,8.6,5.3,24.8,1.7,0.1,17.0,14.0,0.7,0.9,1.6,0.1,-2.3,0.7,-1.5,0.1,0
10.0,0.451,0.0,0.22,9.3,18.7,14.1,3.7,0.8,3.6,17.9,20.5,-2.6,2.2,-0.4,-0.008,-4.7,-0.8,-5.5,-1.9,4
13.3,0.522,0.006999999999999999,0.537,13.9,20.4,17.3,2.3,0.8,7.7,15.3,12.7,1.5,2.3,3.8,0.121,-1.8,1.0,-0.8,0.4,4
15.7,0.623,0.005,0.611,9.0,18.3,13.6,13.3,2.1,4.0,23.2,10.6,3.9,4.0,7.9,0.15,0.4,2.6,3.1,3.2,3
10.5,0.4,0.087,0.174,11.1,16.7,13.8,11.1,2.0,1.1,13.6,15.7,-0.3,1.1,0.8,0.048,-2.6,0.7,-1.9,0.0,3
10.6,0.532,0.0,0.324,12.5,22.2,17.4,1.3,1.7,3.3,20.6,10.9,0.1,0.3,0.4,0.09,-3.8,0.0,-3.8,-0.1,4
14.8,0.493,0.073,0.322,2.6,9.3,5.9,38.2,2.7,0.1,21.7,22.0,0.4,0.7,1.1,0.043,-0.8,-0.8,-1.6,0.1,0
12.3,0.556,0.135,0.345,2.4,8.2,5.2,22.5,2.2,0.0,20.6,15.4,1.1,0.7,1.8,0.076,-1.8,-0.5,-2.4,-0.1,0
12.5,0.506,0.025,0.114,7.8,16.6,12.3,7.5,1.2,2.0,11.1,14.7,0.8,0.8,1.6,0.08900000000000001,-1.7,0.1,-1.7,0.1,4
19.3,0.544,0.048,0.48200000000000004,10.3,11.0,10.7,13.4,2.6,1.6,14.6,23.3,3.8,1.7,5.5,0.128,2.0,-0.1,1.9,2.1,2
22.1,0.522,0.171,0.223,2.6,10.1,6.4,36.6,2.1,0.6,10.7,27.2,9.1,1.7,10.8,0.16,4.7,-0.7,4.0,4.9,0
12.6,0.513,0.35,0.11900000000000001,2.3,8.0,5.2,13.9,2.2,0.6,12.0,18.6,1.6,1.5,3.2,0.071,-0.4,-0.3,-0.6,0.7,1
11.2,0.5670000000000001,0.626,0.14,1.3,7.0,4.2,12.4,1.4,0.2,12.6,14.2,1.3,0.2,1.6,0.08800000000000001,-0.3,-1.2,-1.6,0.1,0
11.1,0.499,0.48700000000000004,0.168,3.7,15.0,9.5,6.6,1.8,1.3,7.3,12.2,0.9,1.2,2.0,0.098,0.0,1.0,1.0,0.8,3
12.0,0.494,0.031,0.171,1.9,8.5,5.2,26.3,2.1,0.2,18.7,16.6,0.1,0.6,0.7,0.07400000000000001,-1.9,0.8,-1.2,0.1,0
11.6,0.514,0.28800000000000003,0.10300000000000001,1.3,14.4,7.9,11.2,1.5,0.8,11.6,16.3,0.6,0.6,1.2,0.061,-0.8,-0.3,-1.1,0.2,1
14.1,0.507,0.245,0.215,6.8,9.4,8.1,9.6,1.8,0.8,9.6,20.1,2.3,1.3,3.6,0.096,0.1,-0.8,-0.7,0.5,1
14.6,0.5720000000000001,0.442,0.26899999999999996,3.0,9.7,6.4,7.6,1.1,0.6,9.2,17.8,4.5,1.0,5.5,0.12300000000000001,1.5,-0.8,0.7,1.4,1
22.3,0.563,0.254,0.488,3.4,16.7,9.8,16.9,2.3,1.7,12.5,30.6,6.9,3.5,10.4,0.16,4.5,-0.1,4.4,5.0,2
15.3,0.541,0.312,0.27,4.1,14.2,9.3,21.8,2.4,1.2,18.8,17.9,2.4,2.7,5.1,0.115,1.0,1.2,2.2,2.3,2
15.0,0.53,0.005,0.433,11.5,18.5,15.1,4.2,1.5,3.9,12.3,14.3,2.5,2.9,5.4,0.157,-1.2,0.9,-0.3,0.7,4
9.9,0.484,0.002,0.157,12.3,16.6,14.5,3.1,0.9,3.9,15.0,14.8,0.2,1.8,2.0,0.057999999999999996,-3.1,-0.7,-3.9,-0.8,4
7.2,0.48,0.16899999999999998,0.24600000000000002,6.8,10.9,8.8,5.6,0.9,2.0,9.7,8.4,0.8,0.5,1.3,0.068,-3.0,0.1,-2.9,-0.2,3
11.1,0.434,0.011000000000000001,0.317,7.6,10.1,8.7,9.0,2.0,0.4,10.4,20.8,-0.1,0.3,0.2,0.008,-2.7,-1.8,-4.5,-0.7,2
15.5,0.583,0.466,0.264,1.7,11.4,6.8,24.5,1.7,0.5,17.5,16.7,3.0,2.3,5.4,0.154,1.6,1.0,2.6,2.0,0
12.5,0.511,0.368,0.239,5.9,14.9,10.4,11.2,2.1,1.2,13.5,14.9,2.1,1.7,3.8,0.08,-1.0,0.6,-0.4,0.9,2
12.8,0.517,0.0,0.303,12.1,18.5,15.2,5.9,1.4,0.9,15.1,16.6,1.8,1.7,3.4,0.087,-2.0,-1.6,-3.6,-0.8,4
11.7,0.47,0.183,0.317,3.4,9.1,6.2,23.5,3.1,1.3,22.1,15.3,-0.1,0.4,0.3,0.023,-1.4,0.4,-1.0,0.2,0
5.9,0.33899999999999997,0.0,0.314,12.3,17.5,14.9,1.0,0.6,8.2,24.6,8.9,-0.2,0.3,0.1,0.018000000000000002,-6.8,0.6,-6.3,-0.3,4
16.3,0.562,0.0,0.475,8.0,17.7,13.0,5.3,0.9,7.6,18.6,17.0,1.7,3.5,5.2,0.138,-1.1,2.7,1.6,1.6,4
6.2,0.42200000000000004,0.342,0.158,3.7,10.4,7.1,15.9,0.8,0.2,18.1,17.0,-0.4,0.4,0.0,-0.004,-3.8,-1.1,-4.9,-0.3,0
12.8,0.506,0.006999999999999999,0.257,8.3,19.8,14.1,7.4,1.2,2.0,12.8,17.6,1.2,1.7,2.9,0.075,-2.6,-0.2,-2.8,-0.4,4
13.1,0.59,0.0,0.517,11.9,23.5,17.6,4.2,1.6,5.2,21.2,13.1,0.8,1.4,2.3,0.141,-4.3,1.6,-2.8,-0.2,3
13.7,0.54,0.281,0.242,3.4,13.0,8.4,7.4,1.0,0.5,10.3,20.5,2.7,2.9,5.7,0.12300000000000001,0.5,0.1,0.5,1.4,2
16.5,0.516,0.28800000000000003,0.301,9.1,12.5,10.8,8.3,1.7,0.4,9.7,22.4,2.1,1.0,3.0,0.106,2.0,-1.1,0.8,0.9,1
14.9,0.521,0.264,0.317,1.4,9.2,5.2,16.6,1.8,0.4,12.8,24.1,1.4,0.2,1.6,0.065,1.0,-1.2,-0.3,0.5,1
11.8,0.499,0.195,0.17600000000000002,4.2,10.4,7.3,15.0,1.2,0.4,16.2,22.5,0.3,0.5,0.8,0.033,-1.4,-2.0,-3.4,-0.4,1
14.8,0.501,0.21,0.301,4.2,9.6,6.9,15.4,1.6,2.2,12.2,24.8,1.6,3.9,5.4,0.095,0.5,0.4,0.9,2.0,3
23.7,0.5589999999999999,0.001,0.5710000000000001,10.4,22.0,16.5,8.8,1.8,5.8,10.6,22.8,6.4,5.7,12.1,0.24600000000000002,2.5,2.7,5.2,4.3,4
17.9,0.5589999999999999,0.01,0.21600000000000003,5.7,13.1,9.4,9.4,2.2,2.0,8.8,18.8,2.1,1.8,4.0,0.159,1.4,1.1,2.5,1.4,2
20.1,0.525,0.126,0.21,5.0,16.1,10.6,16.5,1.6,1.6,12.1,29.2,4.2,2.5,6.7,0.114,2.3,-1.0,1.3,2.4,2
11.9,0.511,0.63,0.13,4.0,11.4,7.7,9.2,2.3,0.2,11.0,15.5,0.6,0.5,1.1,0.085,0.4,0.6,1.0,0.5,0
18.1,0.674,0.009000000000000001,0.473,10.5,18.9,14.8,2.7,1.0,2.3,11.3,12.7,1.5,0.5,2.0,0.18,2.4,-0.4,2.0,0.6,4
14.6,0.507,0.21600000000000003,0.282,4.8,14.0,9.3,14.5,2.3,1.6,13.8,23.3,1.0,3.7,4.7,0.10400000000000001,-0.7,1.3,0.6,1.4,2
11.5,0.48700000000000004,0.005,0.36200000000000004,6.9,15.2,11.2,8.1,1.2,2.9,13.7,15.8,0.8,1.5,2.3,0.07,-2.3,0.7,-1.7,0.1,4
17.8,0.53,0.14,0.27699999999999997,1.5,12.0,6.9,28.7,1.2,1.0,13.2,25.5,4.8,2.5,7.3,0.11900000000000001,2.1,-0.4,1.8,2.7,2
14.8,0.498,0.046,0.435,9.3,18.8,14.3,6.6,2.6,2.3,14.4,19.8,0.7,2.6,3.3,0.131,-1.7,2.2,0.4,0.8,3
10.1,0.48,0.0,0.856,13.1,22.6,17.7,6.9,1.8,3.2,27.1,9.0,0.2,0.9,1.0,0.055999999999999994,-3.5,0.1,-3.4,-0.3,3
14.1,0.565,0.32899999999999996,0.40700000000000003,4.8,11.6,8.3,10.4,2.1,0.7,12.0,17.5,4.5,2.3,6.8,0.133,1.1,0.2,1.3,2.0,2
18.4,0.527,0.028999999999999998,0.302,4.9,24.9,15.2,12.3,1.7,3.5,12.7,24.0,1.5,2.3,3.7,0.138,-0.2,1.4,1.2,1.1,4
9.0,0.39299999999999996,0.0,0.5,10.9,16.2,13.5,0.7,0.5,4.6,6.4,12.6,0.0,0.2,0.1,0.027999999999999997,-2.9,-0.9,-3.9,-0.1,4
7.9,0.528,0.0,0.455,6.7,13.3,9.9,3.0,1.5,2.6,22.6,16.0,-0.3,0.9,0.6,0.052000000000000005,-5.8,1.1,-4.8,-0.4,4
10.9,0.479,0.32799999999999996,0.156,3.0,15.6,9.4,20.4,1.4,1.0,18.1,13.1,1.2,1.4,2.5,0.067,-1.1,0.2,-0.9,0.5,1
10.4,0.428,0.0,0.366,11.1,21.5,16.5,5.0,1.3,1.3,14.6,17.3,-0.3,0.6,0.3,0.027999999999999997,-3.3,-1.0,-4.2,-0.3,3
14.1,0.568,0.0,0.629,12.9,18.2,15.5,5.7,1.4,0.9,16.1,17.6,1.2,0.7,1.8,0.129,-2.3,-1.4,-3.7,-0.3,3
14.6,0.475,0.006999999999999999,0.375,8.7,18.6,13.5,7.1,1.2,1.8,9.0,21.9,1.9,2.5,4.4,0.11,-1.6,-0.2,-1.9,0.1,3
14.0,0.527,0.005,0.706,12.3,28.9,20.4,9.6,1.8,1.6,17.8,9.6,2.0,1.6,3.6,0.10800000000000001,0.0,0.2,0.2,0.9,3
15.9,0.5870000000000001,0.292,0.44,4.2,8.4,6.4,13.6,1.0,0.7,12.7,19.7,6.6,1.6,8.2,0.155,1.5,-0.9,0.6,1.7,1
14.0,0.488,0.044000000000000004,0.354,1.8,8.8,5.4,33.9,2.3,0.3,19.8,16.3,1.5,2.3,3.8,0.105,-0.6,0.9,0.3,1.0,0
15.1,0.49700000000000005,0.111,0.28800000000000003,2.0,11.6,7.0,17.2,1.9,0.8,13.7,25.8,0.5,4.6,5.1,0.08199999999999999,0.0,0.8,0.7,2.1,2
21.8,0.521,0.245,0.42,3.2,7.3,5.2,25.8,1.5,1.2,12.5,35.2,6.6,2.6,9.2,0.13699999999999998,5.8,-0.7,5.1,5.8,1
9.3,0.47600000000000003,0.265,0.162,1.7,7.2,4.5,13.5,1.8,0.4,11.3,18.0,0.6,1.5,2.1,0.048,-2.2,-0.4,-2.5,-0.3,1
4.3,0.413,0.132,0.418,3.9,7.9,5.9,9.6,1.8,0.6,20.6,21.3,-0.6,0.2,-0.4,-0.071,-6.0,-1.7,-7.7,-0.4,1
11.7,0.5379999999999999,0.396,0.33899999999999997,2.9,10.7,6.6,11.2,1.9,0.4,11.4,14.4,3.1,1.7,4.8,0.09300000000000001,-0.9,-0.2,-1.1,0.6,1
22.3,0.61,0.203,0.42700000000000005,2.9,8.8,5.9,48.7,2.9,0.7,20.8,18.8,8.2,2.6,10.8,0.21600000000000003,5.5,1.2,6.7,5.3,0
18.4,0.5760000000000001,0.303,0.262,3.5,12.3,8.0,9.6,1.6,0.3,9.9,22.4,6.8,3.3,10.1,0.168,2.8,-0.3,2.5,3.2,2
16.3,0.519,0.23399999999999999,0.221,3.2,10.2,6.8,29.1,2.1,0.2,15.7,21.3,4.1,2.5,6.7,0.121,1.1,-0.1,1.0,2.0,0
13.3,0.47600000000000003,0.005,0.319,8.9,16.4,12.6,5.5,1.2,2.5,10.2,20.3,0.2,0.4,0.6,0.054000000000000006,-1.7,-1.0,-2.7,-0.1,2
17.4,0.507,0.048,0.444,2.8,9.4,6.0,38.9,2.2,0.3,17.3,20.9,1.5,0.3,1.8,0.084,2.3,-0.9,1.5,0.9,0
11.2,0.48700000000000004,0.332,0.365,3.1,11.9,7.1,23.1,1.6,0.3,21.0,19.1,-0.3,0.4,0.1,0.003,-2.0,-1.3,-3.3,-0.6,1
13.1,0.48700000000000004,0.012,0.41600000000000004,9.6,15.1,12.4,3.5,2.5,4.3,13.8,16.2,0.2,1.6,1.9,0.069,-2.9,0.9,-2.0,0.0,3
15.8,0.5660000000000001,0.084,0.226,5.3,12.7,8.9,14.5,1.1,0.8,12.0,18.2,5.7,1.7,7.4,0.125,1.2,-0.8,0.4,1.7,2
10.5,0.523,0.0,0.253,9.8,20.9,15.5,7.3,0.7,2.8,21.6,15.8,-0.1,1.0,0.9,0.055999999999999994,-4.2,0.0,-4.2,-0.4,4
5.6,0.45399999999999996,0.0,0.33299999999999996,7.1,17.5,12.1,8.4,0.6,2.4,25.1,11.8,-0.4,0.2,-0.2,-0.016,-6.2,-1.1,-7.3,-0.8,4
14.9,0.518,0.005,0.203,6.6,15.4,11.1,9.7,0.8,1.3,12.6,23.2,1.8,1.4,3.2,0.077,-0.9,-1.0,-1.9,0.0,2
17.3,0.531,0.23,0.262,1.5,8.2,4.9,24.3,1.8,0.3,13.6,25.5,4.9,1.6,6.5,0.1,2.3,-1.0,1.3,2.6,1
