player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player
11.1,0.473,0.25,0.129,3,11.8,7.4,21.9,2.1,1.2,13.8,17.1,0.1,0.7,0.8,0.058,-3,0.9,-2.1,0
7.2,0.421,0.213,0.194,1.3,10.4,5.9,17.8,2.3,0.6,13.8,17.7,-0.8,0.6,-0.2,-0.011,-5.4,0.4,-5,-0.6
10.4,1,0,0,22.3,0,11.2,0,0,0,50,17.5,0,0,0,-0.028,-5.7,-4.2,-9.9,0
21.1,0.561,0.354,0.258,3.1,16.3,9.5,31.2,1.8,1,11.5,28.4,3.1,1.2,4.2,0.126,4.9,-0.5,4.5,2.6
16.7,0.566,0.207,0.356,2,10.5,6.3,29.7,1.7,1.1,16.6,23.1,0.3,0.3,0.7,0.133,-0.3,0.4,0.1,0.1
17.4,0.552,0.007,0.345,16.7,20.7,18.7,5.8,1.3,2.4,11.9,18.3,0.9,0.4,1.3,0.132,-0.3,-1.7,-2.1,0
18.8,0.593,0.09,0.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8,0.179,0.9,0.7,1.5,1.9
3.6,0.386,0.273,0.182,0.8,10.8,5.6,23,1.1,0.7,17.4,28,-0.5,0.1,-0.5,-0.168,-7.4,-3.2,-10.7,-0.3
2,0.25,0.25,0,36,37.6,36.8,0,0,0,20,36.9,0,0,0,-0.336,-12.9,-8.5,-21.4,0
12.5,0.614,0.009,0.377,8.8,17.1,12.8,8.4,0.8,1,17.7,13.6,1.2,0.5,1.7,0.086,-2.8,-1.1,-3.9,-0.5
13,0.494,0.417,0.08,2,11,6.3,22.5,1.8,1.1,11.7,20.4,0.9,1.3,2.2,0.078,-0.3,-0.3,-0.6,0.5
7.4,0.545,0.71,0.059,2.7,4.2,3.4,3.4,1.6,1.2,6,10.4,0.7,0.5,1.2,0.077,-3.2,-0.1,-3.3,-0.3
11.4,0.54,0.492,0.141,1.2,11.2,6.1,13.5,1.4,0.4,9.1,17,1.5,1.5,3,0.064,-1.3,0,-1.4,0.4
7.6,0.482,0.554,0.124,5.3,13.6,9.3,8.4,1.1,0.8,14.1,15.1,-0.2,0.3,0.1,0.015,-3.8,-0.8,-4.6,-0.3
9.1,0.525,0.459,0.145,0.9,7.2,4,7.8,0.9,0.1,6.5,16.7,0.8,1.3,2.1,0.067,-2.5,-0.6,-3.1,-0.4
15.5,0.577,0.418,0.216,1.4,9.5,5.4,14.8,1.3,0.7,9.8,23.3,2.4,0.9,3.3,0.087,0.8,-1.4,-0.6,0.7
11.2,0.478,0.192,0.245,1.8,10,5.7,24.6,1.7,0.9,16.4,23.4,-1.7,1.1,-0.6,-0.014,-2.7,-1.5,-4.2,-1.1
11.3,0.475,0.326,0.174,2.4,13.1,7.8,31.1,2.8,0.7,23.5,12.8,0.4,1,1.4,0.08,-2.8,1.8,-0.9,0.2
13.9,0.604,0.533,0.089,2.1,20.3,11.3,7.5,1.5,1.9,8.8,15.6,0.7,0.5,1.2,0.104,-0.4,0.1,-0.3,0.3
10.2,0.581,0.581,0.093,1.4,16.2,8.9,9.5,0.3,0.5,8.2,13.8,0.2,0.1,0.3,0.091,-1,-0.5,-1.5,0
12.4,0.416,0.009,0.189,4.9,13.1,9.2,31.3,2.3,1.3,12.4,23.1,-0.2,0.4,0.2,0.043,-3.3,0.7,-2.6,0
13.8,0.545,0.434,0.34,1.5,14.9,8.3,8.9,0.9,1.2,8.1,20.6,0.8,0.4,1.2,0.088,0.4,-0.9,-0.5,0.3
12.2,0.503,0.641,0.121,1.6,10.3,5.9,10.1,2,0.5,4.8,19.3,0.5,0.9,1.4,0.08,-0.2,0.2,0.1,0.5
17.4,0.532,0.31,0.326,3.7,25.3,14.2,21.7,1.1,3.9,14.1,25.6,1.5,2.6,4,0.08,1.7,0.6,2.3,2.7
18.9,0.539,0.191,0.333,7.8,30.2,19,20.1,0.7,3.6,13.1,20.4,2.7,3.3,6,0.159,1.5,1.9,3.4,2.5
18,0.545,0.22,0.27,6.8,19.5,13.1,9.8,1.9,2.6,11.5,24.6,1,2.1,3.1,0.122,0.2,0.6,0.8,0.9
18.7,0.57,0.454,0.307,2.7,14.9,8.6,14.5,2.8,1.2,12.2,25.7,5,3.9,8.9,0.147,2.3,0.6,2.9,3.6
6.9,0.515,0.313,0.438,3.6,4.7,4.1,4.1,1.3,0,5,11.9,0.2,0,0.2,0.049,-4.3,-0.9,-5.1,-0.2
25.4,0.739,0.522,0,0,8.1,4.1,22.6,0,0,11.5,29,0.1,0,0.2,0.195,4.9,-0.8,4.1,0.1
15.4,0.61,0.047,0.251,8.1,16.7,12.4,5.2,1.1,1.9,9.8,14.7,5.4,1.7,7.2,0.126,0.1,-0.7,-0.5,1
12.9,0.553,0.415,0.283,1.6,10.6,6.1,19.1,1.7,1,16.8,21.5,0.6,1.6,2.2,0.082,-1.5,0.2,-1.3,0.2
20.7,0.657,0,0.673,10.4,27,18.8,6.9,1.2,6,15.7,16.9,4.2,3.9,8.1,0.214,0.9,2.5,3.4,2.5
16.5,0.53,0.395,0.26,5,21.5,13.2,11.7,1.5,1.9,10,24.7,0.9,2,2.9,0.072,0.9,-0.6,0.3,1.1
15.2,0.578,0.627,0.248,1.3,7.5,4.4,11.7,1,1.1,10.8,24.7,2.9,1.8,4.7,0.105,2,-1.6,0.4,1.3
14.7,0.546,0,0.291,9.9,24,17,10.6,1,2.6,13.5,15.5,2.4,2.4,4.9,0.113,-0.8,0.3,-0.6,0.8
9,0.553,0.439,0.267,4.3,8.3,6.2,7.8,1.5,0.2,9.9,11.3,1.1,0.7,1.8,0.08,-2.8,0.1,-2.7,-0.2
16.2,0.607,0.241,0.526,5.6,16.3,10.7,5.1,0.9,4.2,8.8,16,3.5,1.9,5.4,0.156,0,0.3,0.3,1
14.3,0.528,0.372,0.374,1.9,9.3,5.5,30.1,1.8,0.4,13.2,17.4,2.3,1,3.3,0.094,-0.9,-0.5,-1.3,0.3
7.2,0.349,0.317,0.268,2.4,10.1,6.2,20.8,4.5,1.9,13.2,26.1,-0.3,0.1,-0.2,-0.118,-5.2,1,-4.2,0
11.4,0.509,0.57,0.116,2.5,13,7.7,8.9,1.8,3.7,11.2,16.6,0.1,2.9,2.9,0.078,-1,1.4,0.4,1.1
16.1,0.556,0.414,0.279,3.9,21.1,13.1,29,2,3.1,22.5,17.2,2.6,3.4,6.1,0.127,0.9,1.9,2.8,2.8
14.1,0.566,0.722,0.145,1.8,14.2,8.1,4.3,1.3,1.4,6.6,22.4,1,1,2.1,0.107,1,-0.8,0.3,0.5
14,0.53,0.26,0.227,10.8,24.4,17.4,8.3,1,1.5,12.4,17.8,1.3,1.3,2.6,0.079,-0.8,-1.5,-2.3,-0.1
14.8,0.587,0.275,0.379,3.7,11.2,7.6,8,1.1,1.6,9.4,19.3,3.1,0.8,3.9,0.103,-0.3,-1.5,-1.8,0.1
20.4,0.553,0.324,0.379,4.5,20.5,12.6,25.6,1.3,0.7,12.8,29.3,2,1,3,0.126,3.8,-0.4,3.4,1.6
18.5,0.531,0.323,0.266,3.5,18.9,11,31.5,0.7,1,12.4,28.4,1.1,0.8,1.9,0.113,3.4,0.1,3.4,1.1
18.2,0.545,0.455,0,0,20.5,9.9,44.2,1.8,0,15.4,19.9,0.1,0,0.1,0.169,1,1.3,2.3,0
14.4,0.533,0.479,0.209,1.9,11.3,6.6,12.7,1.6,0.5,9,23.8,1.6,1.1,2.6,0.067,0.5,-1.1,-0.6,0.7
29.8,0.619,0.498,0.502,1.8,15.2,8.6,45.1,2.4,1.7,15.1,36.1,11.6,3.8,15.4,0.289,8.5,1.4,9.9,7.7
12.6,0.596,0.397,0.199,4,9.9,7,6,1.9,2.8,11,12.6,1.6,1.7,3.2,0.123,-0.4,1.7,1.4,1.1
24.7,0.647,0.013,0.405,8.9,17,13,10.1,1.4,3.4,9.5,23.8,4.3,1.3,5.5,0.205,3.1,0.2,3.3,1.7
13.5,0.56,0.44,0.394,1.2,10.8,5.8,16.4,2.1,0.9,12.8,21.5,0.7,0.7,1.4,0.085,-1.7,0.7,-1,0.2
12.4,0.568,0.6,0.341,0.6,8.2,4.4,17.7,1.3,0.6,12.1,18.2,0.9,0.2,1.1,0.096,-1.1,-1.8,-2.9,-0.1
16.5,0.597,0.434,0.178,1.8,6.8,4.3,13,2.6,0.5,10.8,20.7,3.9,1.5,5.5,0.114,1,-0.2,0.8,1.7
13.3,0.634,0.576,0.167,2.7,11.3,7,10.2,0.9,0.8,12,16.6,3,0.9,4,0.097,0.7,-0.6,0.1,1
16.7,0.564,0.389,0.192,2.5,15,8.6,9.9,1.1,0.9,6.2,23.2,2.6,1.5,4.1,0.125,2.2,-0.5,1.7,1.5
17.7,0.565,0.33,0.156,2.2,16.8,9.6,14.3,1.6,1.5,9,23.5,1.6,1,2.6,0.112,2.3,-0.2,2.1,1.2
5.1,0.392,0.623,0.246,1.8,9.9,5.7,6.7,1.9,0.8,3.8,15.5,-0.3,0.2,-0.1,-0.014,-6.8,-0.6,-7.5,-0.3
12.7,0.534,0.331,0.371,2,9.7,5.7,21.3,1.4,1.8,14,19.6,1,0.7,1.7,0.062,-1,-0.5,-1.5,0.2
15.6,0.54,0.21,0.306,2.5,14.7,8.5,22.2,3.2,1.5,13.5,18,0.4,0.4,0.8,0.094,-2.3,1.7,-0.7,0.1
12.2,0.596,0.525,0.251,3.1,16,9.6,7.6,1.5,0.9,10.1,13.5,1.9,1.5,3.4,0.111,-0.6,0.5,-0.1,0.7
1.8,0.252,0.533,0.133,4.7,10.9,7.8,9.2,0,2.4,11.2,11.1,-0.1,0.1,-0.1,-0.059,-5.9,-1.8,-7.7,-0.1
9.8,0.436,0.667,0.333,0,0,0,24.3,0,0,0,13.3,0,0,0,0.069,-0.2,-1.5,-1.7,0
34.9,1.5,1,0,0,0,0,0,0,0,33.3,21.9,0,0,0,0.018,17.4,0.8,18.2,0
4.4,0.312,0.429,0.071,4.2,20.4,11.9,5.2,1,2.7,3.3,12.8,-0.2,0.1,-0.1,-0.048,-5.2,0,-5.2,-0.1
7.3,0.5,0.5,0,0,21.6,10.9,0,0,0,0,17.9,0,0,0,0.056,-6.6,-0.8,-7.4,0
13.1,0.75,1,0,0,0,0,0,0,0,0,12.7,0,0,0,0.132,2.9,-1.4,1.5,0
9.7,0.472,0.532,0.092,3,8.8,5.8,8.9,4.1,1.5,14.4,15.7,-0.3,0.4,0.1,0.017,-3.1,1.8,-1.3,0.1
15.7,0.582,0.014,0.315,9,21.5,15.3,8.6,1.1,4.7,12.8,15,2.8,2.2,4.9,0.12,-1,0.1,-0.9,0.5
9.7,0.511,0.667,0.16,7.4,14.6,11,5.9,1.1,0.9,10.1,14,0.2,0.1,0.4,0.061,-1.6,-1.7,-3.3,-0.1
16.9,0.595,0.062,0.346,10.5,21.3,15.9,14.3,1.7,2.6,21.8,22.4,0.1,0.3,0.3,0.069,-1.1,0.8,-0.3,0.1
25,0.612,0.084,0.747,15.8,32.4,24,7.1,1.9,2.9,7.5,19.7,1,0.4,1.5,0.266,2.7,0.1,2.8,0.3
13.7,0.544,0.433,0.17,2.7,16.1,9.3,10,2.4,1.5,11.5,19.9,0.5,1.8,2.3,0.066,-0.9,0.4,-0.5,0.6
6.8,0.501,0.125,0.25,4.6,14.3,9.5,9.5,0.4,1.4,16.7,17.4,-0.1,0.1,0,-0.003,-6.4,-1.2,-7.6,-0.3
16.1,0.557,0.437,0.087,3,14.8,8.6,12.8,2.1,1,11.3,24.3,1.3,1.5,2.8,0.067,1.6,-0.5,1,1.5
16.4,0.594,0.008,0.448,8.1,18,13.1,9.5,1.8,1.6,11.7,18.9,1.5,1.1,2.6,0.163,-1.6,0.6,-1,0.2
14,0.597,0.393,0.304,2.1,9.9,5.8,15.5,1.7,1,14,16.9,1.6,0.6,2.1,0.09,0,-0.6,-0.5,0.4
12.2,0.551,0.412,0.219,3.4,7.3,5.4,14,1.6,1.9,12,15.4,0.8,0.3,1.1,0.077,-0.7,-0.5,-1.2,0.1
4.8,0.332,0.512,0.146,5.4,15.1,10.4,14.4,1.8,0.4,17.1,12.2,-0.2,0.2,-0.1,-0.014,-5.3,0.5,-4.8,-0.1
3.4,0.362,0.316,0.368,0,8.2,4.1,15.3,1.1,0,15.3,12.3,-0.1,0.1,0,-0.015,-7.1,-0.8,-7.9,-0.1
17.8,0.57,0.286,0.191,2.4,10.8,6.8,24.9,2,1.7,13.6,23.1,4.2,2.9,7.1,0.116,1.3,0.3,1.6,2.7
10.8,0.513,0.574,0.21,1.4,12.8,6.9,10.1,1.7,1.2,9.8,18.2,0.1,1.6,1.7,0.036,-1.6,-0.3,-1.9,0
5.9,0.417,0.61,0.22,3.9,11.4,7.7,3.9,2,1,11,18.5,-0.3,0.1,-0.2,-0.05,-3.6,-1.9,-5.5,-0.2
16.9,0.548,0.075,0.436,5.5,20,12.7,14.2,1.6,1.9,12.3,22.2,2.1,2,4.1,0.103,-0.3,0.4,0.1,1
17.4,0.585,0.129,0.232,8.6,21.4,15.2,12.3,1.3,3.2,8.6,16.6,1.6,1.3,2.8,0.183,-0.3,1.4,1.1,0.6
15.1,0.551,0.475,0.176,1.5,10.1,5.8,10.4,1.4,0.5,9.6,27.3,0.6,1.3,1.9,0.085,1.6,-1,0.5,0.7
12.7,0.533,0.357,0.161,1.7,9.5,5.7,8.4,1.4,0.8,3.2,18.3,0.6,0.2,0.8,0.074,-0.8,-0.7,-1.5,0.1
-4.6,0.266,0,2,0,0,0,15.8,0,0,34.7,16.3,0,0,0,-0.238,-9.2,-4.7,-14,0
17.6,0.575,0.3,0.159,5,20.2,12.7,23.6,0.9,2.9,14.1,18.4,4,3.8,7.8,0.165,2.4,2,4.4,3.7
12.4,0.533,0.45,0.24,3.4,17,10.1,9.4,0.8,1.2,7.2,16.2,0.4,0.1,0.6,0.066,-0.8,-0.8,-1.6,0
20.5,0.577,0.008,0.639,11,33.8,22.2,7.1,1,4.4,15.1,24.2,2.9,3.9,6.8,0.132,-0.3,0.1,-0.1,1.2
5.4,0.417,0.632,0.11,4.6,13.9,9.1,2.7,0.8,4,12,9.5,-0.5,1,0.5,0.024,-3.9,0,-3.9,-0.5
8.5,0.455,0.7,0.1,0,12.4,6.3,10.3,3.3,0,8.7,22.5,0,0.1,0,0.022,-5.2,1.9,-3.3,0
35.8,0.6,0,0,32.3,16.9,24.8,0,0,13.4,16.7,38.5,0,0,0,0.097,10.4,-0.7,9.7,0
14.7,0.574,0.379,0.151,4.3,21,12.8,4.4,0.7,3.8,9.7,19.4,2.1,3,5.1,0.117,-0.1,0,-0.1,1
11.2,0.536,0.366,0.272,3.7,12.6,8.5,16.2,1.6,1.9,15.8,11.5,1.6,1.6,3.2,0.094,-1.1,0.8,-0.3,0.7
15.1,0.569,0.424,0.224,7,16.8,11.9,6.8,1.8,1.2,8.9,18,1.6,1,2.6,0.106,0.3,-0.5,-0.1,0.6
14.6,0.537,0.392,0.212,8.9,20.6,15,10.4,1.5,1.4,11.1,20.1,0.6,0.9,1.4,0.125,-1.2,-0.3,-1.6,0.1
14.4,0.623,0.646,0.116,1.1,13.9,7.6,22.9,1.8,0.7,17.4,15.9,4,3.6,7.6,0.141,1,1.3,2.3,2.8
16.3,0.655,0.529,0.176,1.7,8.3,5,15.3,2.2,3.8,14.1,14.1,0.1,0.1,0.2,0.157,1.7,2.5,4.3,0.1
13.8,0.536,0.138,0.371,3.1,13.8,8.5,17.7,1.1,1.8,14.4,22.2,1,1.8,2.8,0.068,-0.9,-0.3,-1.2,0.4
25,0.61,0.374,0.24,1.9,10.8,6.4,30.7,1.7,0.7,10.4,31,6.3,2.7,8.9,0.222,6.4,0.9,7.3,4.5
9.8,0.465,0.317,0.172,3.3,17.2,10.2,4.8,3,4.5,14.8,15,-0.6,0.8,0.2,0.021,-3.8,2.4,-1.4,0.1
7.8,0.48,0.211,0.216,3.9,11,7.4,7.8,1.6,0.9,11.2,11.6,0,0.7,0.7,0.032,-4.2,-0.1,-4.3,-0.6
11.5,0.489,0.194,0.169,1.6,12.1,6.8,31.3,1.1,0.2,19.5,16.7,0.5,0.7,1.2,0.036,-1.6,-1.3,-2.8,-0.3
2.4,0.405,0.444,0.222,6.5,3.2,4.8,4,0,0,9.2,13.7,0,0,0,-0.017,-6.6,-2.3,-8.9,-0.1
0.2,0.286,0.429,0,7.2,12.4,9.8,10.7,3.1,1.3,39.1,16.1,-0.3,0.1,-0.2,-0.14,-9.2,0.6,-8.5,-0.1
24.5,0.82,0.25,0.5,6.6,0,3.2,35.1,2.8,0,17,14.8,0.1,0,0.1,0.298,5.3,2.1,7.3,0
11.8,0.48,0.233,0.299,5.1,14.2,9.6,10.1,2,1.4,12.2,26,-2,1.2,-0.7,-0.018,-2.8,-1.4,-4.2,-1.1
9.2,0.521,0.442,0.086,2,12.6,7.1,7.2,0.9,0.8,8.4,14.2,0.4,0.5,1,0.031,-2.4,-1.1,-3.5,-0.6
15.9,0.516,0.293,0.232,2.6,9,5.7,32.8,1.1,0.3,13.5,27.1,1.1,0.9,2,0.078,1,-1.4,-0.4,0.5
28.6,0.621,0.257,0.336,3.7,22.3,13.1,44.4,1.9,2,16.1,31.6,11,3,14,0.221,7.3,1.4,8.7,8.2
14.2,0.476,0.311,0.269,1.9,12.5,7.1,29,1.9,0.8,12.1,25.2,0,0.3,0.3,0.021,-0.3,-0.9,-1.2,0.1
3.5,0.222,0.111,0,6.2,0,3,43.5,2.7,0,10,24.1,-0.1,0,-0.1,-0.146,-7.7,-2.4,-10.1,0
20.2,0.563,0.014,0.173,7,26.2,16.7,10,1.7,4.2,8.6,22.5,0.8,0.8,1.6,0.158,0.6,1.5,2,0.5
6.4,0.499,0.259,0.259,1.4,10.3,5.9,12,0.6,0.5,14.3,9.4,0.1,0,0.1,0.029,-3.5,-0.8,-4.3,-0.1
12.7,0.478,0.458,0.139,2.9,14.8,8.9,31.1,1.5,1.7,19.1,20.8,0,0.1,0.1,0.026,-1.2,-2.2,-3.4,-0.1
13.2,0.586,0.46,0.167,5.4,19.1,12.3,5.7,1.1,0.9,6.9,15.6,1.8,1.6,3.4,0.144,-0.4,0.4,0.1,0.6
14.9,0.575,0.123,0.327,11.8,18.3,15.2,13.9,1.8,3.1,15.6,12.8,2.1,2,4.1,0.169,-1.2,2.2,1,0.9
21.3,0.673,0.091,0.182,5.9,31.4,18.8,4,7.7,4.4,25.2,18,0,0.1,0.1,0.168,-2.2,6.8,4.5,0.1
16.2,0.418,0,0.097,13.2,21.7,17.4,3,2.5,6.2,3,24.9,-0.1,0.1,0,0.028,-2,-1.6,-3.6,0
16.4,0.575,0,0.513,10.7,12.8,11.7,7.2,1.8,4.5,5.9,13.5,0.4,0.2,0.6,0.178,-1.2,0.9,-0.3,0.1
15.8,0.575,0.301,0.264,3.5,17.2,10.3,22.5,1.8,2.2,17.1,19.1,2.2,2.8,5,0.123,0,1.6,1.6,1.7
9,0.492,0.372,0.106,2,15.2,8.7,9.8,0.9,0.7,11.6,17.2,-0.2,0.8,0.6,0.041,-2.3,-0.3,-2.6,-0.1
6.8,0.485,0.455,0.157,0.5,13.9,7.3,10.7,0.6,0.2,11.2,14.1,0,0.4,0.4,0.038,-3.3,0,-3.3,-0.2
10.5,0.524,0.571,0,6,11.1,8.5,14.5,1.3,0,12.5,14.4,0.1,0,0.1,0.053,-1.8,-2.7,-4.5,0
9,0.48,0.418,0.259,1.9,13,7.3,8.5,2.5,0.7,11,16.4,-0.6,2.4,1.8,0.046,-4,1.1,-2.9,-0.4
13,0.549,0.456,0.181,1.9,11.7,6.8,12.4,1.5,1.4,9.5,18.6,1.9,2.3,4.2,0.097,-0.5,0.2,-0.3,0.9
9.8,0.512,0.481,0.158,2.2,13.6,8,5.6,2.5,3.5,12.3,13,-0.1,1.7,1.7,0.055,-2.5,1.7,-0.7,0.5
24.4,0.603,0.277,0.31,9,27.9,18.5,29.6,1.8,2.1,15.5,24.2,7.8,2.9,10.7,0.211,5.3,1.6,6.9,5.5
6.8,0.517,0,0.227,6.8,10.6,8.8,2.9,0.5,2.7,14.2,13.9,0,0.1,0.1,0.031,-5.3,-1.8,-7.1,-0.1
18.4,0.678,0.5,1.5,6.4,6.6,6.5,12.3,1.5,9.8,13.1,9.8,0.1,0,0.1,0.177,2,2.8,4.8,0.1
8.8,0.457,0.327,0.367,10.1,8,9,4,0.7,3.6,9.5,13.3,0,0.2,0.3,0.059,-3.7,-0.2,-3.9,-0.1
5,0.512,0.25,0.5,0,16.5,8.6,0,0,0,0,11.1,0,0,0,0.055,-4.3,-3,-7.3,0
10.9,0.483,0.391,0.266,8.6,15.6,12,3.9,1.5,0.5,8.9,22,-0.1,0.1,0.1,0.024,-3.3,-2.6,-5.9,-0.2
14.1,0.572,0.393,0.247,1.2,9.2,5.2,21.2,3.2,0.4,14,12.7,2.3,1.2,3.6,0.117,-0.8,1.7,0.8,1.1
20.2,0.648,0,0.54,15.1,37.6,26.5,7.1,0.8,2.4,16.1,15.2,6,3.4,9.4,0.186,1.7,-0.3,1.4,2.1
11,0.503,0.315,0.156,2,11.4,6.7,16.1,1.8,0.7,11.9,14.8,1.2,2,3.1,0.068,-1.8,0.3,-1.5,0.3
14.4,0.545,0.383,0.271,2.7,14.5,8.5,11,1,0.9,7.6,20.5,2.3,1.3,3.6,0.094,0.6,-0.8,-0.2,0.8
24,0.63,0.003,0.258,16.6,30.6,23.6,9.4,1,1.7,13.3,21.8,5.5,2.1,7.6,0.198,3.3,-1.1,2.2,1.9
12.1,0.56,0.419,0.163,1.6,11.9,6.6,12.7,1.5,0.8,12.2,17.2,1.1,1.4,2.6,0.085,-0.9,0.1,-0.8,0.5
12.5,0.536,0.004,0.305,4.8,13,8.8,5.9,1.3,1.4,7.7,16.1,1.7,1.6,3.3,0.084,-2.1,0,-2.1,-0.1
4.9,0.414,0.494,0.218,0.6,19.9,10.2,12.6,0.5,0.4,14.4,26.3,-0.6,0.1,-0.4,-0.116,-5.3,-2.3,-7.6,-0.3
11.3,0.515,0.561,0.232,0.6,13.7,7.1,10.9,1.2,0.4,9.1,21.9,0,0.1,0.1,0.035,-1.3,-1.3,-2.6,0
10.5,0.503,0.389,0.111,0,5.7,2.9,12.1,0,0,5,22.6,0,0,0,0.029,-0.8,-3.7,-4.5,0
17.7,0.574,0.449,0.299,1.4,11.5,6.3,10.5,1.4,1.3,9,27.1,0.2,0.1,0.4,0.083,2.5,-1.2,1.3,0.2
13.4,0.576,0.414,0.191,6.3,15.6,10.8,6.4,1.1,3.5,8.2,13.7,1.6,1.2,2.8,0.113,-1,0.5,-0.5,0.5
3.4,0.386,0.607,0.143,2.8,11.7,7.4,6.7,1.2,1,6.3,16.9,-0.1,0.1,0,-0.006,-6.6,-1,-7.6,-0.1
13.6,0.516,0.632,0.088,3.8,18,10.9,11.6,0.9,4.2,8.5,19,0.2,0.3,0.5,0.077,0.4,-0.2,0.2,0.2
13.4,0.652,0.777,0.149,0.7,10.9,5.9,8,1,1.5,9.6,16,2.8,0.6,3.4,0.104,1.5,-1.2,0.2,0.9
17.5,0.566,0,0.19,11.7,27.6,19.3,9.7,1.7,2.2,10.4,15.2,2.3,1.5,3.9,0.134,-0.2,-0.2,-0.4,0.6
14.2,0.549,0.418,0.2,3.9,17.4,10.7,9.1,1,1.1,11,22.5,1.5,2.3,3.8,0.077,0.3,-1,-0.7,0.8
-41.1,0,0,0,0,0,0,0,0,0,0,43.7,0,0,0,-1.065,-33,-21.7,-54.7,0
14.3,0.513,0.111,0.258,8.7,18.1,13.2,9.1,1,3.7,12.5,21.1,0.4,1,1.4,0.054,-1.9,-0.8,-2.7,-0.2
17,0.559,0.305,0.25,2.7,15.4,8.9,15.4,1.5,1.4,9.1,22.4,3,1.9,4.9,0.12,1.3,0.2,1.6,1.8
10.3,0.491,0.393,0.169,2.1,10.7,6.5,18.5,1.9,0.2,12.3,15.5,0.3,1.1,1.4,0.087,-2.8,1.1,-1.7,0.1
16.5,0.536,0.026,0.247,13,22.6,17.8,12.2,0.9,0.5,13.5,20.4,0.6,0.7,1.3,0.12,-0.4,-0.6,-1,0.1
14.6,0.499,0.346,0.301,1.4,14.4,7.7,18.6,1.8,0.5,9.7,29.5,-0.1,0.5,0.3,0.025,-0.8,-1.5,-2.3,-0.1
4.9,0.352,0.426,0.064,2.8,8.1,5.5,9.4,1.9,2,9.4,14.6,-0.3,0.2,-0.1,-0.021,-4.8,0.4,-4.3,-0.1
10.7,0.545,0.309,0.118,7.2,13,10.1,2.8,0.5,0.8,6.5,14.9,0.5,0.3,0.8,0.082,-1.4,-1.7,-3.1,-0.1
13,0.564,0.368,0.164,1.4,9.3,5.4,11.3,1.7,0.6,9.4,16.9,2.7,1.2,3.9,0.082,-0.1,-0.2,-0.3,1
12,0.489,0.395,0.191,3,16.6,9.8,11.2,2.3,0.2,7.8,19.3,0,0.4,0.4,0.046,-2.3,0.4,-1.9,0
6.9,0.491,0.063,0.188,0,6,3.1,21.1,0,2.3,18.8,26.4,-0.1,0,-0.1,-0.071,-5.3,-2.9,-8.2,-0.1
19.4,0.612,0.008,0.611,13.2,26.7,19.8,9.1,0.9,3.5,14,17,3.2,1.3,4.5,0.154,0.6,-0.3,0.3,0.8
26,0.572,0.315,0.342,3.1,19.1,11.1,17.7,4.3,3.6,11.1,30.6,0.3,0.5,0.9,0.196,5.2,4.9,10.1,0.6
17.8,0.676,0.333,0.141,5.2,24.7,15,10.6,1.4,0,10.8,16.1,0.7,0.3,1.1,0.2,1,0.9,2,0.3
8.9,0.505,0.083,0.417,5.6,20.7,13,5.3,0.4,2,14.1,16.1,0,0.1,0.1,0.05,-4.3,-0.3,-4.6,-0.1
14.2,0.525,0.333,0.254,3,11.9,7.4,26,2.1,0.9,15.8,22.5,0.7,1.6,2.3,0.058,-0.8,0,-0.8,0.6
5,0.424,0.554,0.077,1.2,10.7,6,7.3,2.8,1.8,16.2,7.5,-0.3,0.5,0.2,0.02,-4.8,1.9,-2.8,-0.1
7.8,0.537,0.415,0,0.9,10.3,5.8,10.7,2,1.3,14.6,8.5,0.1,0.2,0.3,0.062,-3.3,1.5,-1.8,0
25.2,0.594,0.445,0.38,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,9.9,2.7,12.6,0.227,7,0.3,7.2,6.3
15.9,0.597,0.167,0.583,0,0,0,27.1,0,0,16.6,31.3,0,0,0,0.087,-1,-4.4,-5.4,0
11.6,0.533,0.015,0.178,3.4,9.2,6.5,16.8,1.5,1.5,13.6,16.6,0.9,0.9,1.8,0.077,-2.8,-0.4,-3.1,-0.3
14.8,0.588,0.026,0.399,11,15.2,13.2,6,1.8,4.9,12,12.4,1.5,1.3,2.8,0.145,-1.2,1,-0.2,0.4
16.5,0.557,0.41,0.199,4.6,13.4,9,11.6,0.8,4.6,10.2,23.5,1.9,1.9,3.8,0.105,0.7,0.2,0.9,1.3
14.7,0.552,0.022,0.14,8.2,10.3,9.2,12.3,0.4,2.8,13.5,20.4,1.2,0.7,1.9,0.055,-0.9,-1.3,-2.2,-0.1
22.4,0.614,0.453,0.365,7,29.8,18.6,9.8,1.3,1.2,9.6,25.1,4.7,1.6,6.4,0.185,4.5,-1.3,3.3,2.2
19.5,0.598,0.631,0.276,3,16.1,9.7,30.9,1.7,0.6,14.7,21.7,7,3.1,10.2,0.194,4.7,0.5,5.2,4.5
